,SpringFR,SpringFL,SpringRR,SpringRL,WishboneTargetFR,WishboneTargetFL,WishboneRRTarget,WishboneRLTarget,turn_right,turn_left,state
1,0.7,0.7,0.7,0.7,-0.002634734,-0.00256320834,-0.016256392,-0.00151079893,False,False,normal
2,0.719999969,0.719999969,0.719999969,0.719999969,0.05258724,0.05261123,0.0387782753,0.0534825325,False,False,normal
3,1.03999972,1.03999972,1.01009345,1.01103592,-0.0119030178,-0.0120742917,-0.0214643031,-0.006943375,False,False,normal
4,1.0599997,1.0599997,1.01089072,1.0118959,-0.0122574866,-0.01244536,-0.0216368437,-0.00713205338,False,False,normal
5,1.07025337,1.07128835,1.01091623,1.01195121,-0.0122531652,-0.0124508739,-0.0216160119,-0.007118672,False,False,normal
6,1.07025337,1.07128835,1.01091623,1.01195121,-0.0122531652,-0.0124508739,-0.0216160119,-0.007118672,False,False,normal
7,1.07025337,1.07128835,1.01091623,1.01195121,-0.0122531652,-0.0124508739,-0.0216160119,-0.007118672,False,False,normal
8,1.06920671,1.0702405,1.01035261,1.01138639,-0.0119609833,-0.0121584237,-0.0214498639,-0.006952733,False,False,normal
9,1.06920671,1.0702405,1.01035261,1.01138639,-0.0119609833,-0.0121584237,-0.0214498639,-0.006952733,False,False,normal
10,1.06724739,1.06825185,1.00935888,1.0103631,-0.0114468932,-0.0116350651,-0.0211800188,-0.0066755116,False,False,normal
11,1.06461692,1.06556773,1.00807071,1.00902176,-0.0107693374,-0.0109436512,-0.02084142,-0.00632306933,False,False,normal
12,1.06461692,1.06556773,1.00807071,1.00902176,-0.0107693374,-0.0109436512,-0.02084142,-0.00632306933,False,False,normal
13,1.06153584,1.06241322,1.00660777,1.00748515,-0.009982377,-0.0101369023,-0.020459041,-0.0059223175,False,False,normal
14,1.05819583,1.05898476,1.00506258,1.00585151,-0.009135067,-0.009265095,-0.0200584829,-0.00549915433,False,False,normal
15,1.05819583,1.05898476,1.00506258,1.00585151,-0.009135067,-0.009265095,-0.0200584829,-0.00549915433,False,False,normal
16,1.05476427,1.05545521,1.00351071,1.00420165,-0.00826776,-0.00837084651,-0.0196587145,-0.005073905,False,False,normal
17,1.05137515,1.0519619,1.002007,1.002594,-0.007418573,-0.007494271,-0.0192766488,-0.00466537476,False,False,normal
18,1.04813838,1.04862,1.000598,1.0010798,-0.006606132,-0.006653607,-0.0189167559,-0.00427871943,False,False,normal
19,1.04813838,1.04862,1.000598,1.0010798,-0.006606132,-0.006653607,-0.0189167559,-0.00427871943,False,False,normal
20,1.04813838,1.04862,1.000598,1.0010798,-0.006606132,-0.006653607,-0.0189167559,-0.00427871943,False,False,normal
21,1.04813838,1.04862,1.000598,1.0010798,-0.006606132,-0.006653607,-0.0189167559,-0.00427871943,False,False,normal
23,1.0451405,1.04551983,0.9993169,0.9996962,-0.0058586,-0.005877644,-0.0185913146,-0.003927231,False,False,normal
22,1.0451405,1.04551983,0.9993169,0.9996962,-0.0058586,-0.005877644,-0.0185913146,-0.003927231,False,False,normal
24,1.0451405,1.04551983,0.9993169,0.9996962,-0.0058586,-0.005877644,-0.0185913146,-0.003927231,False,False,normal
25,1.0451405,1.04551983,0.9993169,0.9996962,-0.0058586,-0.005877644,-0.0185913146,-0.003927231,False,False,normal
26,1.0451405,1.04551983,0.9993169,0.9996962,-0.0058586,-0.005877644,-0.0185913146,-0.003927231,False,False,normal
27,1.04243612,1.04271793,0.9981784,0.9984605,-0.005183935,-0.00517717,-0.0183029175,-0.00361397862,False,False,normal
28,1.04243612,1.04271793,0.9981784,0.9984605,-0.005183935,-0.00517717,-0.0183029175,-0.00361397862,False,False,normal
29,1.04243612,1.04271793,0.9981784,0.9984605,-0.005183935,-0.00517717,-0.0183029175,-0.00361397862,False,False,normal
31,1.04243612,1.04271793,0.9981784,0.9984605,-0.005183935,-0.00517717,-0.0183029175,-0.00361397862,False,False,normal
30,1.04243612,1.04271793,0.9981784,0.9984605,-0.005183935,-0.00517717,-0.0183029175,-0.00361397862,False,False,normal
34,1.04006362,1.04025578,0.9971935,0.9973857,-0.004597068,-0.004566431,-0.0180562288,-0.00334483385,False,False,normal
32,1.04006362,1.04025578,0.9971935,0.9973857,-0.004597068,-0.004566431,-0.0180562288,-0.00334483385,False,False,normal
33,1.04006362,1.04025578,0.9971935,0.9973857,-0.004597068,-0.004566431,-0.0180562288,-0.00334483385,False,False,normal
35,1.04006362,1.04025578,0.9971935,0.9973857,-0.004597068,-0.004566431,-0.0180562288,-0.00334483385,False,False,normal
37,1.04006362,1.04025578,0.9971935,0.9973857,-0.004597068,-0.004566431,-0.0180562288,-0.00334483385,False,False,normal
36,1.04006362,1.04025578,0.9971935,0.9973857,-0.004597068,-0.004566431,-0.0180562288,-0.00334483385,False,False,normal
38,1.03804135,1.03815341,0.9963643,0.9964766,-0.004098147,-0.00404560566,-0.0178498924,-0.00311803818,False,False,normal
39,1.03804135,1.03815341,0.9963643,0.9964766,-0.004098147,-0.00404560566,-0.0178498924,-0.00311803818,False,False,normal
42,1.03804135,1.03815341,0.9963643,0.9964766,-0.004098147,-0.00404560566,-0.0178498924,-0.00311803818,False,False,normal
40,1.03804135,1.03815341,0.9963643,0.9964766,-0.004098147,-0.00404560566,-0.0178498924,-0.00311803818,False,False,normal
41,1.03804135,1.03815341,0.9963643,0.9964766,-0.004098147,-0.00404560566,-0.0178498924,-0.00311803818,False,False,normal
44,1.03637171,1.03641438,0.995691,0.9957337,-0.00368505716,-0.00361517072,-0.0176796615,-0.00292995572,False,False,normal
43,1.03637171,1.03641438,0.995691,0.9957337,-0.00368505716,-0.00361517072,-0.0176796615,-0.00292995572,False,False,normal
45,1.03637171,1.03641438,0.995691,0.9957337,-0.00368505716,-0.00361517072,-0.0176796615,-0.00292995572,False,False,normal
47,1.03504515,1.03502989,0.995163143,0.9951481,-0.00335916877,-0.003273338,-0.01754868,-0.00278449059,False,False,normal
46,1.03637171,1.03641438,0.995691,0.9957337,-0.00368505716,-0.00361517072,-0.0176796615,-0.00292995572,False,False,normal
48,1.03504515,1.03502989,0.995163143,0.9951481,-0.00335916877,-0.003273338,-0.01754868,-0.00278449059,False,False,normal
49,1.03504515,1.03502989,0.995163143,0.9951481,-0.00335916877,-0.003273338,-0.01754868,-0.00278449059,False,False,normal
50,1.03504515,1.03502989,0.995163143,0.9951481,-0.00335916877,-0.003273338,-0.01754868,-0.00278449059,False,False,normal
52,1.03404117,1.03397942,0.994771659,0.9947099,-0.00311288238,-0.003014505,-0.0174488425,-0.002672553,False,False,normal
54,1.03404117,1.03397942,0.994771659,0.9947099,-0.00311288238,-0.003014505,-0.0174488425,-0.002672553,False,False,normal
51,1.03404117,1.03397942,0.994771659,0.9947099,-0.00311288238,-0.003014505,-0.0174488425,-0.002672553,False,False,normal
53,1.03504515,1.03502989,0.995163143,0.9951481,-0.00335916877,-0.003273338,-0.01754868,-0.00278449059,False,False,normal
55,1.03404117,1.03397942,0.994771659,0.9947099,-0.00311288238,-0.003014505,-0.0174488425,-0.002672553,False,False,normal
56,1.03404117,1.03397942,0.994771659,0.9947099,-0.00311288238,-0.003014505,-0.0174488425,-0.002672553,False,False,normal
57,1.03333044,1.03323317,0.9944963,0.994399,-0.00294429064,-0.00283652544,-0.01738432,-0.00259962678,False,False,normal
58,1.03333044,1.03323317,0.9944963,0.994399,-0.00294429064,-0.00283652544,-0.01738432,-0.00259962678,False,False,normal
59,1.03333044,1.03323317,0.9944963,0.994399,-0.00294429064,-0.00283652544,-0.01738432,-0.00259962678,False,False,normal
60,1.03333044,1.03323317,0.9944963,0.994399,-0.00294429064,-0.00283652544,-0.01738432,-0.00259962678,False,False,normal
62,1.03288388,1.03276134,0.99432987,0.994207561,-0.00283551216,-0.00272193551,-0.0173417777,-0.00255078077,False,False,normal
61,1.03333044,1.03323317,0.9944963,0.994399,-0.00294429064,-0.00283652544,-0.01738432,-0.00259962678,False,False,normal
64,1.03288388,1.03276134,0.99432987,0.994207561,-0.00283551216,-0.00272193551,-0.0173417777,-0.00255078077,False,False,normal
63,1.03288388,1.03276134,0.99432987,0.994207561,-0.00283551216,-0.00272193551,-0.0173417777,-0.00255078077,False,False,normal
65,1.03288388,1.03276134,0.99432987,0.994207561,-0.00283551216,-0.00272193551,-0.0173417777,-0.00255078077,False,False,normal
66,1.03266025,1.03252268,0.994249761,0.9941122,-0.00278675556,-0.00266844034,-0.01732412,-0.002529353,False,False,normal
69,1.03266025,1.03252268,0.994249761,0.9941122,-0.00278675556,-0.00266844034,-0.01732412,-0.002529353,False,False,normal
70,1.03266025,1.03252268,0.994249761,0.9941122,-0.00278675556,-0.00266844034,-0.01732412,-0.002529353,False,False,normal
68,1.03266025,1.03252268,0.994249761,0.9941122,-0.00278675556,-0.00266844034,-0.01732412,-0.002529353,False,False,normal
67,1.03266025,1.03252268,0.994249761,0.9941122,-0.00278675556,-0.00266844034,-0.01732412,-0.002529353,False,False,normal
73,1.03262782,1.03248358,0.9942443,0.994100034,-0.002782464,-0.00266343355,-0.01732415,-0.00252771378,False,False,normal
71,1.03262782,1.03248358,0.9942443,0.994100034,-0.002782464,-0.00266343355,-0.01732415,-0.00252771378,False,False,normal
72,1.03262782,1.03248358,0.9942443,0.994100034,-0.002782464,-0.00266343355,-0.01732415,-0.00252771378,False,False,normal
74,1.03262782,1.03248358,0.9942443,0.994100034,-0.002782464,-0.00266343355,-0.01732415,-0.00252771378,False,False,normal
75,1.03262782,1.03248358,0.9942443,0.994100034,-0.002782464,-0.00266343355,-0.01732415,-0.00252771378,False,False,normal
76,1.03275084,1.03260732,0.9942972,0.99415344,-0.0028180182,-0.00269913673,-0.0173407346,-0.00254443288,False,False,normal
78,1.03275084,1.03260732,0.9942972,0.99415344,-0.0028180182,-0.00269913673,-0.0173407346,-0.00254443288,False,False,normal
77,1.03275084,1.03260732,0.9942972,0.99415344,-0.0028180182,-0.00269913673,-0.0173407346,-0.00254443288,False,False,normal
80,1.03275084,1.03260732,0.9942972,0.99415344,-0.0028180182,-0.00269913673,-0.0173407346,-0.00254443288,False,False,normal
79,1.03275084,1.03260732,0.9942972,0.99415344,-0.0028180182,-0.00269913673,-0.0173407346,-0.00254443288,False,False,normal
84,1.03332,1.03319359,0.9945225,0.99439615,-0.002968818,-0.00285473466,-0.0174022913,-0.00261032581,False,False,normal
82,1.03299093,1.03285313,0.9943933,0.9942555,-0.00288325548,-0.00276583433,-0.0173666626,-0.00257328153,False,False,normal
81,1.03299093,1.03285313,0.9943933,0.9942555,-0.00288325548,-0.00276583433,-0.0173666626,-0.00257328153,False,False,normal
83,1.03299093,1.03285313,0.9943933,0.9942555,-0.00288325548,-0.00276583433,-0.0173666626,-0.00257328153,False,False,normal
85,1.03332,1.03319359,0.9945225,0.99439615,-0.002968818,-0.00285473466,-0.0174022913,-0.00261032581,False,False,normal
88,1.03332,1.03319359,0.9945225,0.99439615,-0.002968818,-0.00285473466,-0.0174022913,-0.00261032581,False,False,normal
86,1.03332,1.03319359,0.9945225,0.99439615,-0.002968818,-0.00285473466,-0.0174022913,-0.00261032581,False,False,normal
87,1.03332,1.03319359,0.9945225,0.99439615,-0.002968818,-0.00285473466,-0.0174022913,-0.00261032581,False,False,normal
89,1.03370881,1.03359675,0.994674861,0.994563043,-0.00306749344,-0.00295701623,-0.0174399465,-0.0026525557,False,False,normal
90,1.03370881,1.03359675,0.994674861,0.994563043,-0.00306749344,-0.00295701623,-0.0174399465,-0.0026525557,False,False,normal
92,1.03370881,1.03359675,0.994674861,0.994563043,-0.00306749344,-0.00295701623,-0.0174399465,-0.0026525557,False,False,normal
93,1.03413033,1.03403544,0.9948372,0.994742334,-0.0031747818,-0.00306952,-0.0174833685,-0.00270020962,False,False,normal
91,1.03370881,1.03359675,0.994674861,0.994563043,-0.00306749344,-0.00295701623,-0.0174399465,-0.0026525557,False,False,normal
94,1.03413033,1.03403544,0.9948372,0.994742334,-0.0031747818,-0.00306952,-0.0174833685,-0.00270020962,False,False,normal
95,1.03413033,1.03403544,0.9948372,0.994742334,-0.0031747818,-0.00306952,-0.0174833685,-0.00270020962,False,False,normal
97,1.03456759,1.0344913,0.9950084,0.994932353,-0.003283143,-0.00318112969,-0.01752381,-0.00274533033,False,False,normal
96,1.03413033,1.03403544,0.9948372,0.994742334,-0.0031747818,-0.00306952,-0.0174833685,-0.00270020962,False,False,normal
99,1.03456759,1.0344913,0.9950084,0.994932353,-0.003283143,-0.00318112969,-0.01752381,-0.00274533033,False,False,normal
98,1.03456759,1.0344913,0.9950084,0.994932353,-0.003283143,-0.00318112969,-0.01752381,-0.00274533033,False,False,normal
100,1.03456759,1.0344913,0.9950084,0.994932353,-0.003283143,-0.00318112969,-0.01752381,-0.00274533033,False,False,normal
101,1.03500223,1.03494525,0.995178163,0.995120943,-0.003391832,-0.00329601765,-0.0175671577,-0.002793461,False,False,normal
102,1.03500223,1.03494525,0.995178163,0.995120943,-0.003391832,-0.00329601765,-0.0175671577,-0.002793461,False,False,normal
103,1.03500223,1.03494525,0.995178163,0.995120943,-0.003391832,-0.00329601765,-0.0175671577,-0.002793461,False,False,normal
105,1.03541374,1.03537536,0.9953336,0.9952952,-0.00349608064,-0.00340592861,-0.0176079571,-0.002839446,False,False,normal
104,1.03500223,1.03494525,0.995178163,0.995120943,-0.003391832,-0.00329601765,-0.0175671577,-0.002793461,False,False,normal
107,1.03541374,1.03537536,0.9953336,0.9952952,-0.00349608064,-0.00340592861,-0.0176079571,-0.002839446,False,False,normal
106,1.03541374,1.03537536,0.9953336,0.9952952,-0.00349608064,-0.00340592861,-0.0176079571,-0.002839446,False,False,normal
109,1.03579736,1.03577757,0.9954795,0.995459735,-0.00359153748,-0.00350600481,-0.0176449418,-0.00288057327,False,False,normal
108,1.03579736,1.03577757,0.9954795,0.995459735,-0.00359153748,-0.00350600481,-0.0176449418,-0.00288057327,False,False,normal
110,1.03579736,1.03577757,0.9954795,0.995459735,-0.00359153748,-0.00350600481,-0.0176449418,-0.00288057327,False,False,normal
111,1.03579736,1.03577757,0.9954795,0.995459735,-0.00359153748,-0.00350600481,-0.0176449418,-0.00288057327,False,False,normal
113,1.03614306,1.0361402,0.995608747,0.995605648,-0.00367942452,-0.00359761715,-0.0176786184,-0.0029194355,False,False,normal
112,1.03579736,1.03577757,0.9954795,0.995459735,-0.00359153748,-0.00350600481,-0.0176449418,-0.00288057327,False,False,normal
115,1.03614306,1.0361402,0.995608747,0.995605648,-0.00367942452,-0.00359761715,-0.0176786184,-0.0029194355,False,False,normal
114,1.03614306,1.0361402,0.995608747,0.995605648,-0.00367942452,-0.00359761715,-0.0176786184,-0.0029194355,False,False,normal
117,1.03644466,1.03645635,0.995720565,0.995732248,-0.00375431776,-0.00367760658,-0.01770705,-0.00295099616,False,False,normal
116,1.03614306,1.0361402,0.995608747,0.995605648,-0.00367942452,-0.00359761715,-0.0176786184,-0.0029194355,False,False,normal
120,1.03644466,1.03645635,0.995720565,0.995732248,-0.00375431776,-0.00367760658,-0.01770705,-0.00295099616,False,False,normal
121,1.03644466,1.03645635,0.995720565,0.995732248,-0.00375431776,-0.00367760658,-0.01770705,-0.00295099616,False,False,normal
118,1.03644466,1.03645635,0.995720565,0.995732248,-0.00375431776,-0.00367760658,-0.01770705,-0.00295099616,False,False,normal
119,1.03644466,1.03645635,0.995720565,0.995732248,-0.00375431776,-0.00367760658,-0.01770705,-0.00295099616,False,False,normal
122,1.03670287,1.03672767,0.9958171,0.9958417,-0.0038164854,-0.00374254584,-0.01772976,-0.00297698379,False,False,normal
124,1.03670287,1.03672767,0.9958171,0.9958417,-0.0038164854,-0.00374254584,-0.01772976,-0.00297698379,False,False,normal
123,1.03670287,1.03672767,0.9958171,0.9958417,-0.0038164854,-0.00374254584,-0.01772976,-0.00297698379,False,False,normal
126,1.03691721,1.036952,0.9958965,0.9959313,-0.00387054682,-0.00380009413,-0.01775062,-0.00300085545,False,False,normal
125,1.03670287,1.03672767,0.9958171,0.9958417,-0.0038164854,-0.00374254584,-0.01772976,-0.00297698379,False,False,normal
128,1.03691721,1.036952,0.9958965,0.9959313,-0.00387054682,-0.00380009413,-0.01775062,-0.00300085545,False,False,normal
127,1.03691721,1.036952,0.9958965,0.9959313,-0.00387054682,-0.00380009413,-0.01775062,-0.00300085545,False,False,normal
129,1.03709078,1.03713417,0.9959621,0.9960057,-0.003912002,-0.00384280086,-0.0177669823,-0.00301843882,False,False,normal
130,1.03709078,1.03713417,0.9959621,0.9960057,-0.003912002,-0.00384280086,-0.0177669823,-0.00301843882,False,False,normal
131,1.03709078,1.03713417,0.9959621,0.9960057,-0.003912002,-0.00384280086,-0.0177669823,-0.00301843882,False,False,normal
132,1.03721833,1.03726935,0.996007144,0.996058166,-0.003944874,-0.00387749076,-0.0177792013,-0.00303250551,False,False,normal
134,1.03721833,1.03726935,0.996007144,0.996058166,-0.003944874,-0.00387749076,-0.0177792013,-0.00303250551,False,False,normal
133,1.03721833,1.03726935,0.996007144,0.996058166,-0.003944874,-0.00387749076,-0.0177792013,-0.00303250551,False,False,normal
136,1.03731084,1.03736687,0.996040761,0.9960968,-0.00396704674,-0.003901422,-0.0177871287,-0.00304219127,False,False,normal
135,1.03721833,1.03726935,0.996007144,0.996058166,-0.003944874,-0.00387749076,-0.0177792013,-0.00303250551,False,False,normal
137,1.03731084,1.03736687,0.996040761,0.9960968,-0.00396704674,-0.003901422,-0.0177871287,-0.00304219127,False,False,normal
138,1.03731084,1.03736687,0.996040761,0.9960968,-0.00396704674,-0.003901422,-0.0177871287,-0.00304219127,False,False,normal
139,1.03736973,1.03742909,0.996061265,0.996120632,-0.00398081541,-0.003916502,-0.0177922249,-0.003048122,False,False,normal
140,1.03736973,1.03742909,0.996061265,0.996120632,-0.00398081541,-0.003916502,-0.0177922249,-0.003048122,False,False,normal
141,1.03736973,1.03742909,0.996061265,0.996120632,-0.00398081541,-0.003916502,-0.0177922249,-0.003048122,False,False,normal
142,1.03740215,1.03746367,0.9960756,0.996136844,-0.00398609042,-0.00392133,-0.0177924633,-0.00304934382,False,False,normal
144,1.03740215,1.03746367,0.9960756,0.996136844,-0.00398609042,-0.00392133,-0.0177924633,-0.00304934382,False,False,normal
143,1.03740215,1.03746367,0.9960756,0.996136844,-0.00398609042,-0.00392133,-0.0177924633,-0.00304934382,False,False,normal
145,1.03740215,1.03746367,0.9960756,0.996136844,-0.00398609042,-0.00392133,-0.0177924633,-0.00304934382,False,False,normal
147,1.03740835,1.03747058,0.996076047,0.996138036,-0.00398907065,-0.003926426,-0.01779592,-0.00305250287,False,False,normal
148,1.03740835,1.03747058,0.996076047,0.996138036,-0.00398907065,-0.003926426,-0.01779592,-0.00305250287,False,False,normal
146,1.03740835,1.03747058,0.996076047,0.996138036,-0.00398907065,-0.003926426,-0.01779592,-0.00305250287,False,False,normal
149,1.03740835,1.03747058,0.996076047,0.996138036,-0.00398907065,-0.003926426,-0.01779592,-0.00305250287,False,False,normal
151,1.03739333,1.03745627,0.9960677,0.9961304,-0.003986746,-0.00392183661,-0.0177943558,-0.00305110216,False,False,normal
150,1.03740835,1.03747058,0.996076047,0.996138036,-0.00398907065,-0.003926426,-0.01779592,-0.00305250287,False,False,normal
152,1.03739333,1.03745627,0.9960677,0.9961304,-0.003986746,-0.00392183661,-0.0177943558,-0.00305110216,False,False,normal
154,1.03739333,1.03745627,0.9960677,0.9961304,-0.003986746,-0.00392183661,-0.0177943558,-0.00305110216,False,False,normal
153,1.03739333,1.03745627,0.9960677,0.9961304,-0.003986746,-0.00392183661,-0.0177943558,-0.00305110216,False,False,normal
155,1.03736424,1.037426,0.996056736,0.9961185,-0.00397706032,-0.003912866,-0.0177896619,-0.00304663181,False,False,normal
156,1.03736424,1.037426,0.996056736,0.9961185,-0.00397706032,-0.003912866,-0.0177896619,-0.00304663181,False,False,normal
157,1.03736424,1.037426,0.996056736,0.9961185,-0.00397706032,-0.003912866,-0.0177896619,-0.00304663181,False,False,normal
158,1.03736424,1.037426,0.996056736,0.9961185,-0.00397706032,-0.003912866,-0.0177896619,-0.00304663181,False,False,normal
160,1.03732586,1.03738642,0.996043861,0.9961044,-0.00396555662,-0.00390103459,-0.0177850425,-0.003040731,False,False,normal
159,1.03732586,1.03738642,0.996043861,0.9961044,-0.00396555662,-0.00390103459,-0.0177850425,-0.003040731,False,False,normal
161,1.03732586,1.03738642,0.996043861,0.9961044,-0.00396555662,-0.00390103459,-0.0177850425,-0.003040731,False,False,normal
162,1.03732586,1.03738642,0.996043861,0.9961044,-0.00396555662,-0.00390103459,-0.0177850425,-0.003040731,False,False,normal
163,1.0372777,1.03733611,0.996026456,0.9960851,-0.003952533,-0.00388753414,-0.0177797526,-0.00303542614,False,False,normal
165,1.0372777,1.03733611,0.996026456,0.9960851,-0.003952533,-0.00388753414,-0.0177797526,-0.00303542614,False,False,normal
164,1.0372777,1.03733611,0.996026456,0.9960851,-0.003952533,-0.00388753414,-0.0177797526,-0.00303542614,False,False,normal
166,1.0372777,1.03733611,0.996026456,0.9960851,-0.003952533,-0.00388753414,-0.0177797526,-0.00303542614,False,False,normal
168,1.03722668,1.03728271,0.9960086,0.9960646,-0.00393980742,-0.0038742125,-0.0177752674,-0.00303033,False,False,normal
167,1.0372777,1.03733611,0.996026456,0.9960851,-0.003952533,-0.00388753414,-0.0177797526,-0.00303542614,False,False,normal
169,1.03722668,1.03728271,0.9960086,0.9960646,-0.00393980742,-0.0038742125,-0.0177752674,-0.00303033,False,False,normal
171,1.03722668,1.03728271,0.9960086,0.9960646,-0.00393980742,-0.0038742125,-0.0177752674,-0.00303033,False,False,normal
170,1.03722668,1.03728271,0.9960086,0.9960646,-0.00393980742,-0.0038742125,-0.0177752674,-0.00303033,False,False,normal
172,1.03717351,1.03722715,0.995989263,0.996042669,-0.00392603874,-0.00385934114,-0.0177704245,-0.00302436948,False,False,normal
173,1.03717351,1.03722715,0.995989263,0.996042669,-0.00392603874,-0.00385934114,-0.0177704245,-0.00302436948,False,False,normal
175,1.03712058,1.03717136,0.9959697,0.9960205,-0.00391188264,-0.0038459003,-0.01776509,-0.003018856,False,False,normal
174,1.03712058,1.03717136,0.9959697,0.9960205,-0.00391188264,-0.0038459003,-0.01776509,-0.003018856,False,False,normal
176,1.03712058,1.03717136,0.9959697,0.9960205,-0.00391188264,-0.0038459003,-0.01776509,-0.003018856,False,False,normal
177,1.03712058,1.03717136,0.9959697,0.9960205,-0.00391188264,-0.0038459003,-0.01776509,-0.003018856,False,False,normal
178,1.03706789,1.03711629,0.9959499,0.9959983,-0.00390011072,-0.003831625,-0.0177601129,-0.00301373,False,False,normal
179,1.03706789,1.03711629,0.9959499,0.9959983,-0.00390011072,-0.003831625,-0.0177601129,-0.00301373,False,False,normal
180,1.03706789,1.03711629,0.9959499,0.9959983,-0.00390011072,-0.003831625,-0.0177601129,-0.00301373,False,False,normal
181,1.03706789,1.03711629,0.9959499,0.9959983,-0.00390011072,-0.003831625,-0.0177601129,-0.00301373,False,False,normal
182,1.03706789,1.03711629,0.9959499,0.9959983,-0.00390011072,-0.003831625,-0.0177601129,-0.00301373,False,False,normal
183,1.03702021,1.03706646,0.9959323,0.995978534,-0.00388816,-0.00381913781,-0.017756179,-0.00300833583,False,False,normal
184,1.03702021,1.03706646,0.9959323,0.995978534,-0.00388816,-0.00381913781,-0.017756179,-0.00300833583,False,False,normal
185,1.03702021,1.03706646,0.9959323,0.995978534,-0.00388816,-0.00381913781,-0.017756179,-0.00300833583,False,False,normal
188,1.03697538,1.03701973,0.9959151,0.995959461,-0.00387603045,-0.00380653143,-0.01775141,-0.00300309062,False,False,normal
186,1.03702021,1.03706646,0.9959323,0.995978534,-0.00388816,-0.00381913781,-0.017756179,-0.00300833583,False,False,normal
187,1.03697538,1.03701973,0.9959151,0.995959461,-0.00387603045,-0.00380653143,-0.01775141,-0.00300309062,False,False,normal
189,1.03697538,1.03701973,0.9959151,0.995959461,-0.00387603045,-0.00380653143,-0.01775141,-0.00300309062,False,False,normal
192,1.03697538,1.03701973,0.9959151,0.995959461,-0.00387603045,-0.00380653143,-0.01775141,-0.00300309062,False,False,normal
190,1.03697538,1.03701973,0.9959151,0.995959461,-0.00387603045,-0.00380653143,-0.01775141,-0.00300309062,False,False,normal
191,1.03697538,1.03701973,0.9959151,0.995959461,-0.00387603045,-0.00380653143,-0.01775141,-0.00300309062,False,False,normal
193,1.03693962,1.03698182,0.9959044,0.995946348,-0.00386616588,-0.00379657745,-0.017747283,-0.00299885869,False,False,normal
194,1.03693962,1.03698182,0.9959044,0.995946348,-0.00386616588,-0.00379657745,-0.017747283,-0.00299885869,False,False,normal
197,1.03693962,1.03698182,0.9959044,0.995946348,-0.00386616588,-0.00379657745,-0.017747283,-0.00299885869,False,False,normal
196,1.03693962,1.03698182,0.9959044,0.995946348,-0.00386616588,-0.00379657745,-0.017747283,-0.00299885869,False,False,normal
195,1.03693962,1.03698182,0.9959044,0.995946348,-0.00386616588,-0.00379657745,-0.017747283,-0.00299885869,False,False,normal
198,1.03690577,1.03694677,0.995890558,0.995931566,-0.00385960937,-0.00378876925,-0.0177452713,-0.002996087,False,False,normal
199,1.03690577,1.03694677,0.995890558,0.995931566,-0.00385960937,-0.00378876925,-0.0177452713,-0.002996087,False,False,normal
200,1.03690577,1.03694677,0.995890558,0.995931566,-0.00385960937,-0.00378876925,-0.0177452713,-0.002996087,False,False,normal
201,1.03690577,1.03694677,0.995890558,0.995931566,-0.00385960937,-0.00378876925,-0.0177452713,-0.002996087,False,False,normal
202,1.03690577,1.03694677,0.995890558,0.995931566,-0.00385960937,-0.00378876925,-0.0177452713,-0.002996087,False,False,normal
205,1.03687549,1.0369153,0.995876968,0.995916545,-0.00385391712,-0.00378280878,-0.0177433044,-0.00299426913,False,False,normal
206,1.03687549,1.0369153,0.995876968,0.995916545,-0.00385391712,-0.00378280878,-0.0177433044,-0.00299426913,False,False,normal
203,1.03687549,1.0369153,0.995876968,0.995916545,-0.00385391712,-0.00378280878,-0.0177433044,-0.00299426913,False,False,normal
204,1.03687549,1.0369153,0.995876968,0.995916545,-0.00385391712,-0.00378280878,-0.0177433044,-0.00299426913,False,False,normal
208,1.03685451,1.03689265,0.995869339,0.9959077,-0.00384771824,-0.00377714634,-0.0177409351,-0.00299108028,False,False,normal
209,1.03685451,1.03689265,0.995869339,0.9959077,-0.00384771824,-0.00377714634,-0.0177409351,-0.00299108028,False,False,normal
207,1.03687549,1.0369153,0.995876968,0.995916545,-0.00385391712,-0.00378280878,-0.0177433044,-0.00299426913,False,False,normal
210,1.03685451,1.03689265,0.995869339,0.9959077,-0.00384771824,-0.00377714634,-0.0177409351,-0.00299108028,False,False,normal
211,1.03685451,1.03689265,0.995869339,0.9959077,-0.00384771824,-0.00377714634,-0.0177409351,-0.00299108028,False,False,normal
213,1.03683686,1.03687382,0.995861948,0.9958989,-0.00384426117,-0.003773421,-0.0177400112,-0.00299033523,False,False,normal
212,1.03683686,1.03687382,0.995861948,0.9958989,-0.00384426117,-0.003773421,-0.0177400112,-0.00299033523,False,False,normal
215,1.03683686,1.03687382,0.995861948,0.9958989,-0.00384426117,-0.003773421,-0.0177400112,-0.00299033523,False,False,normal
214,1.03683686,1.03687382,0.995861948,0.9958989,-0.00384426117,-0.003773421,-0.0177400112,-0.00299033523,False,False,normal
216,1.03682232,1.036859,0.9958541,0.9958908,-0.003841579,-0.00377067924,-0.0177390128,-0.00298878551,False,False,normal
219,1.03682232,1.036859,0.9958541,0.9958908,-0.003841579,-0.00377067924,-0.0177390128,-0.00298878551,False,False,normal
220,1.03682232,1.036859,0.9958541,0.9958908,-0.003841579,-0.00377067924,-0.0177390128,-0.00298878551,False,False,normal
