,SpringFR,SpringFL,SpringRR,SpringRL,WishboneTargetFR,WishboneTargetFL,WishboneRRTarget,WishboneRLTarget,turn_right,turn_left
1,1.036876,1.03691053,0.995876,0.9959106,-0.003865838,-0.00381551683,-0.01774335,-0.00299274921,False,False
11,1.036876,1.03691053,0.995876,0.9959106,-0.00386580825,-0.003815487,-0.01774335,-0.00299274921,False,False
13,1.036876,1.03691053,0.995876,0.9959106,-0.003865838,-0.00381551683,-0.0177433789,-0.002992779,False,False
12,1.036876,1.03691053,0.995876,0.9959106,-0.00386580825,-0.00381554663,-0.0177433789,-0.002992779,False,False
15,1.036876,1.03691053,0.995876,0.9959106,-0.00386589766,-0.00381560624,-0.0177433789,-0.002992779,False,False
14,1.036876,1.03691053,0.995876,0.9959106,-0.00386577845,-0.00381556153,-0.01774335,-0.00299274921,False,False
18,1.036876,1.03691053,0.995876,0.9959106,-0.003865838,-0.00381551683,-0.0177433789,-0.002992779,False,False
17,1.036876,1.03691053,0.995876,0.9959106,-0.00386589766,-0.00381560624,-0.0177434385,-0.002992779,False,False
2,1.036876,1.03691053,0.995876,0.9959106,-0.003865838,-0.00381551683,-0.01774335,-0.00299274921,False,False
16,1.036876,1.03691053,0.995876,0.9959106,-0.00386589766,-0.00381560624,-0.0177434385,-0.002992779,False,False
19,1.036876,1.03691053,0.995876,0.9959106,-0.00386586785,-0.00381551683,-0.0177433789,-0.002992779,False,False
21,1.036876,1.03691053,0.995876,0.9959106,-0.003865838,-0.00381551683,-0.0177433789,-0.002992779,False,False
20,1.036876,1.03691053,0.995876,0.9959106,-0.00386586785,-0.00381551683,-0.0177433789,-0.002992779,False,False
24,1.036876,1.03691053,0.995876,0.9959106,-0.00386589766,-0.00381560624,-0.0177434385,-0.002992779,False,False
25,1.036876,1.03691053,0.995876,0.9959106,-0.00386589766,-0.00381557643,-0.0177433789,-0.002992779,False,False
22,1.036876,1.03691053,0.995876,0.9959106,-0.003865838,-0.00381551683,-0.0177433789,-0.002992779,False,False
23,1.036876,1.03691053,0.995876,0.9959106,-0.00386586785,-0.00381551683,-0.0177433789,-0.002992779,False,False
27,1.036876,1.03691053,0.995876,0.9959106,-0.00386589766,-0.00381557643,-0.0177433789,-0.002992779,False,False
26,1.036876,1.03691053,0.995876,0.9959106,-0.00386580825,-0.00381551683,-0.01774335,-0.00299274921,False,False
28,1.036876,1.03691053,0.995876,0.9959106,-0.00386586785,-0.00381551683,-0.0177433789,-0.002992779,False,False
3,1.036876,1.03691053,0.995876,0.9959106,-0.00386580825,-0.00381554663,-0.0177433789,-0.002992779,False,False
30,1.036876,1.03691053,0.995876,0.9959106,-0.00386580825,-0.00381551683,-0.01774335,-0.00299274921,False,False
29,1.036876,1.03691053,0.995876,0.9959106,-0.00386577845,-0.00381556153,-0.01774335,-0.00299274921,False,False
31,1.036876,1.03691053,0.995876,0.9959106,-0.00386577845,-0.00381556153,-0.01774335,-0.00299274921,False,False
32,1.036876,1.03691053,0.995876,0.9959106,-0.00386586785,-0.00381551683,-0.0177434385,-0.002992779,False,False
34,1.036876,1.03691053,0.995876,0.9959106,-0.003865689,-0.00381556153,-0.01774335,-0.00299274921,False,False
33,1.036876,1.03691053,0.995876,0.9959106,-0.00386589766,-0.00381560624,-0.0177433789,-0.002992779,False,False
8,1.036876,1.03691053,0.995876,0.9959106,-0.00386589766,-0.00381557643,-0.0177433789,-0.002992779,False,False
35,1.036876,1.03691053,0.995876,0.9959106,-0.00386586785,-0.00381551683,-0.0177433789,-0.002992779,False,False
36,1.036876,1.03691053,0.995876,0.9959106,-0.00386586785,-0.00381551683,-0.0177434385,-0.002992779,False,False
40,1.036876,1.03691053,0.995876,0.9959106,-0.00386580825,-0.00381554663,-0.0177433789,-0.002992779,False,False
39,1.036876,1.03691053,0.995876,0.9959106,-0.00386586785,-0.00381551683,-0.0177433789,-0.002992779,False,False
7,1.036876,1.03691053,0.995876,0.9959106,-0.00386580825,-0.00381551683,-0.01774335,-0.00299274921,False,False
38,1.036876,1.03691053,0.995876,0.9959106,-0.00386586785,-0.00381551683,-0.0177434385,-0.002992779,False,False
37,1.036876,1.03691053,0.995876,0.9959106,-0.00386586785,-0.00381551683,-0.0177433789,-0.002992779,False,False
42,1.036876,1.03691053,0.995876,0.9959106,-0.00386574864,-0.00381559134,-0.01774335,-0.00299274921,False,False
43,1.036876,1.03691053,0.995876,0.9959106,-0.00386586785,-0.00381551683,-0.0177433789,-0.002992779,False,False
41,1.036876,1.03691053,0.995876,0.9959106,-0.00386574864,-0.00381559134,-0.01774335,-0.00299274921,False,False
45,1.036876,1.03691053,0.995876,0.9959106,-0.003865838,-0.00381551683,-0.0177433789,-0.002992779,False,False
46,1.036876,1.03691053,0.995876,0.9959106,-0.00386589766,-0.00381551683,-0.0177434385,-0.002992779,False,False
10,1.036876,1.03691053,0.995876,0.9959106,-0.00386580825,-0.003815487,-0.01774335,-0.00299274921,False,False
44,1.036876,1.03691053,0.995876,0.9959106,-0.00386580825,-0.00381554663,-0.0177433789,-0.002992779,False,False
47,1.036876,1.03691053,0.995876,0.9959106,-0.003865689,-0.00381556153,-0.01774335,-0.00299274921,False,False
49,1.036876,1.03691053,0.995876,0.9959106,-0.00386589766,-0.00381551683,-0.0177434385,-0.002992779,False,False
5,1.036876,1.03691053,0.995876,0.9959106,-0.003865838,-0.00381551683,-0.0177433789,-0.002992779,False,False
48,1.036876,1.03691053,0.995876,0.9959106,-0.003865689,-0.00381556153,-0.01774335,-0.00299274921,False,False
50,1.036876,1.03691053,0.995876,0.9959106,-0.003865838,-0.00381551683,-0.0177433789,-0.002992779,False,False
51,1.036876,1.03691053,0.995876,0.9959106,-0.00386589766,-0.00381551683,-0.0177434385,-0.002992779,False,False
53,1.036876,1.03691053,0.995876,0.9959106,-0.00386589766,-0.00381560624,-0.0177433789,-0.002992779,False,False
52,1.036876,1.03691053,0.995876,0.9959106,-0.00386589766,-0.00381560624,-0.0177433789,-0.002992779,False,False
56,1.036876,1.03691053,0.995876,0.9959106,-0.003865838,-0.00381551683,-0.0177433789,-0.002992779,False,False
54,1.036876,1.03691053,0.995876,0.9959106,-0.00386574864,-0.00381559134,-0.01774335,-0.00299274921,False,False
6,1.036876,1.03691053,0.995876,0.9959106,-0.00386580825,-0.00381551683,-0.01774335,-0.00299274921,False,False
55,1.036876,1.03691053,0.995876,0.9959106,-0.003865838,-0.00381551683,-0.0177433789,-0.002992779,False,False
59,1.036876,1.03691053,0.995876,0.9959106,-0.00386580825,-0.00381551683,-0.01774335,-0.00299274921,False,False
4,1.036876,1.03691053,0.995876,0.9959106,-0.00386580825,-0.00381551683,-0.01774335,-0.00299274921,False,False
57,1.036876,1.03691053,0.995876,0.9959106,-0.003865838,-0.00381551683,-0.0177433789,-0.002992779,False,False
58,1.036876,1.03691053,0.995876,0.9959106,-0.00386580825,-0.00381551683,-0.01774335,-0.00299274921,False,False
60,1.036876,1.03691053,0.995876,0.9959106,-0.00386580825,-0.003815487,-0.01774335,-0.00299274921,False,False
61,1.036876,1.03691053,0.995876,0.9959106,-0.00386589766,-0.00381551683,-0.0177434385,-0.002992779,False,False
62,1.036876,1.03691053,0.995876,0.9959106,-0.00386589766,-0.00381551683,-0.0177434385,-0.002992779,False,False
63,1.036876,1.03691053,0.995876,0.9959106,-0.00386589766,-0.00381551683,-0.0177434385,-0.002992779,False,False
9,1.036876,1.03691053,0.995876,0.9959106,-0.00386580825,-0.00381554663,-0.0177433789,-0.002992779,False,False
64,1.036876,1.03691053,0.995876,0.9959106,-0.00386589766,-0.00381551683,-0.0177434385,-0.002992779,False,False
65,1.036876,1.03691053,0.995876,0.9959106,-0.003865838,-0.003815487,-0.01774335,-0.00299274921,False,False
68,1.036876,1.03691053,0.995876,0.9959106,-0.00386589766,-0.00381560624,-0.0177433789,-0.002992779,False,False
66,1.036876,1.03691053,0.995876,0.9959106,-0.003865838,-0.00381551683,-0.0177433789,-0.002992779,False,False
67,1.036876,1.03691053,0.995876,0.9959106,-0.003865838,-0.00381554663,-0.0177433789,-0.002992779,False,False
70,1.036876,1.03691053,0.995876,0.9959106,-0.00386589766,-0.00381551683,-0.0177434385,-0.002992779,False,False
69,1.036876,1.03691053,0.995876,0.9959106,-0.00386589766,-0.00381560624,-0.0177433789,-0.002992779,False,False
71,1.036876,1.03691053,0.995876,0.9959106,-0.003865838,-0.00381554663,-0.0177433789,-0.002992779,False,False
72,1.036876,1.03691053,0.995876,0.9959106,-0.003865838,-0.00381551683,-0.0177433789,-0.002992779,False,False
74,1.036876,1.03691053,0.995876,0.9959106,-0.003865838,-0.00381554663,-0.0177433789,-0.002992779,False,False
73,1.036876,1.03691053,0.995876,0.9959106,-0.003865838,-0.00381554663,-0.0177433789,-0.002992779,False,False
75,1.036876,1.03691053,0.995876,0.9959106,-0.00386571884,-0.00381559134,-0.01774335,-0.00299274921,False,False
77,1.036876,1.03691053,0.995876,0.9959106,-0.003865838,-0.00381551683,-0.0177433789,-0.002992779,False,False
76,1.036876,1.03691053,0.995876,0.9959106,-0.003865838,-0.003815487,-0.01774335,-0.00299274921,False,False
78,1.036876,1.03691053,0.995876,0.9959106,-0.003865838,-0.00381554663,-0.0177433789,-0.002992779,False,False
80,1.036876,1.03691053,0.995876,0.9959106,-0.003865838,-0.003815487,-0.01774335,-0.00299274921,False,False
79,1.036876,1.03691053,0.995876,0.9959106,-0.003865838,-0.00381551683,-0.0177433789,-0.002992779,False,False
81,1.036876,1.03691053,0.995876,0.9959106,-0.00386586785,-0.00381551683,-0.0177433789,-0.002992779,False,False
82,1.036876,1.03691053,0.995876,0.9959106,-0.00386580825,-0.003815487,-0.01774335,-0.00299274921,False,False
84,1.036876,1.03691053,0.995876,0.9959106,-0.00386589766,-0.00381551683,-0.0177434385,-0.002992779,False,False
83,1.036876,1.03691053,0.995876,0.9959106,-0.00386571884,-0.00381559134,-0.01774335,-0.00299274921,False,False
85,1.036876,1.03691053,0.995876,0.9959106,-0.00386571884,-0.00381559134,-0.01774335,-0.00299274921,False,False
87,1.036876,1.03691053,0.995876,0.9959106,-0.00386580825,-0.00381554663,-0.0177433789,-0.002992779,False,False
88,1.036876,1.03691053,0.995876,0.9959106,-0.00386580825,-0.003815487,-0.01774335,-0.00299274921,False,False
89,1.036876,1.03691053,0.995876,0.9959106,-0.00386589766,-0.00381557643,-0.0177434385,-0.002992779,False,False
86,1.036876,1.03691053,0.995876,0.9959106,-0.00386586785,-0.00381551683,-0.0177433789,-0.002992779,False,False
91,1.036876,1.03691053,0.995876,0.9959106,-0.003865838,-0.00381554663,-0.0177433789,-0.002992779,False,False
90,1.036876,1.03691053,0.995876,0.9959106,-0.00386589766,-0.00381557643,-0.0177434385,-0.002992779,False,False
93,1.036876,1.03691053,0.995876,0.9959106,-0.003865838,-0.00381554663,-0.0177433789,-0.002992779,False,False
92,1.036876,1.03691053,0.995876,0.9959106,-0.00386586785,-0.00381551683,-0.0177433789,-0.002992779,False,False
96,1.036876,1.03691053,0.995876,0.9959106,-0.003865838,-0.00381554663,-0.0177433789,-0.002992779,False,False
95,1.036876,1.03691053,0.995876,0.9959106,-0.00386589766,-0.00381551683,-0.0177434385,-0.002992779,False,False
94,1.036876,1.03691053,0.995876,0.9959106,-0.00386589766,-0.00381557643,-0.0177433789,-0.002992779,False,False
99,1.036876,1.03691053,0.995876,0.9959106,-0.003865838,-0.00381554663,-0.0177433789,-0.002992779,False,False
98,1.036876,1.03691053,0.995876,0.9959106,-0.003865838,-0.00381554663,-0.0177433789,-0.002992779,False,False
100,1.036876,1.03691053,0.995876,0.9959106,-0.00386589766,-0.00381557643,-0.0177433789,-0.002992779,False,False
97,1.036876,1.03691053,0.995876,0.9959106,-0.00386586785,-0.00381551683,-0.0177433789,-0.002992779,False,False
104,1.036876,1.03691053,0.995876,0.9959106,-0.00386580825,-0.00381554663,-0.0177433789,-0.002992779,False,False
102,1.036876,1.03691053,0.995876,0.9959106,-0.00386589766,-0.00381551683,-0.0177434385,-0.002992779,False,False
101,1.036876,1.03691053,0.995876,0.9959106,-0.00386589766,-0.00381557643,-0.0177434385,-0.002992779,False,False
103,1.036876,1.03691053,0.995876,0.9959106,-0.00386589766,-0.00381557643,-0.0177433789,-0.002992779,False,False
105,1.036876,1.03691053,0.995876,0.9959106,-0.00386580825,-0.00381554663,-0.0177433789,-0.002992779,False,False
107,1.036876,1.03691053,0.995876,0.9959106,-0.003865838,-0.00381551683,-0.01774335,-0.00299274921,False,False
108,1.036876,1.03691053,0.995876,0.9959106,-0.00386586785,-0.00381551683,-0.0177433789,-0.002992779,False,False
106,1.036876,1.03691053,0.995876,0.9959106,-0.00386586785,-0.00381551683,-0.0177433789,-0.002992779,False,False
109,1.036876,1.03691053,0.995876,0.9959106,-0.00386580825,-0.00381551683,-0.01774335,-0.00299274921,False,False
110,1.036876,1.03691053,0.995876,0.9959106,-0.00386580825,-0.00381551683,-0.01774335,-0.00299274921,False,False
112,1.036876,1.03691053,0.995876,0.9959106,-0.003865838,-0.00381551683,-0.01774335,-0.00299274921,False,False
114,1.036876,1.03691053,0.995876,0.9959106,-0.003865838,-0.00381554663,-0.0177433789,-0.002992779,False,False
113,1.036876,1.03691053,0.995876,0.9959106,-0.00386586785,-0.00381551683,-0.0177433789,-0.002992779,False,False
111,1.036876,1.03691053,0.995876,0.9959106,-0.00386586785,-0.00381551683,-0.0177433789,-0.002992779,False,False
116,1.036876,1.03691053,0.995876,0.9959106,-0.00386589766,-0.00381560624,-0.0177433789,-0.002992779,False,False
117,1.036876,1.03691053,0.995876,0.9959106,-0.003865838,-0.00381551683,-0.0177433789,-0.002992779,False,False
115,1.036876,1.03691053,0.995876,0.9959106,-0.003865838,-0.00381554663,-0.0177433789,-0.002992779,False,False
118,1.036876,1.03691053,0.995876,0.9959106,-0.00386580825,-0.00381551683,-0.01774335,-0.00299274921,False,False
121,1.036876,1.03691053,0.995876,0.9959106,-0.00386589766,-0.00381560624,-0.0177434385,-0.002992779,False,False
120,1.036876,1.03691053,0.995876,0.9959106,-0.00386574864,-0.00381556153,-0.01774335,-0.00299274921,False,False
119,1.036876,1.03691053,0.995876,0.9959106,-0.00386589766,-0.00381560624,-0.0177434385,-0.002992779,False,False
122,1.036876,1.03691053,0.995876,0.9959106,-0.00386589766,-0.00381560624,-0.0177433789,-0.002992779,False,False
124,1.036876,1.03691053,0.995876,0.9959106,-0.003865838,-0.00381551683,-0.0177433789,-0.002992779,False,False
123,1.036876,1.03691053,0.995876,0.9959106,-0.00386580825,-0.003815487,-0.01774335,-0.00299274921,False,False
125,1.036876,1.03691053,0.995876,0.9959106,-0.00386574864,-0.00381556153,-0.01774335,-0.00299274921,False,False
126,1.036876,1.03691053,0.995876,0.9959106,-0.003865838,-0.00381551683,-0.0177433789,-0.002992779,False,False
127,1.036876,1.03691053,0.995876,0.9959106,-0.00386589766,-0.00381560624,-0.0177433789,-0.002992779,False,False
129,1.036876,1.03691053,0.995876,0.9959106,-0.00386580825,-0.003815487,-0.01774335,-0.00299274921,False,False
128,1.036876,1.03691053,0.995876,0.9959106,-0.003865838,-0.00381554663,-0.0177433789,-0.002992779,False,False
132,1.036876,1.03691053,0.995876,0.9959106,-0.00386589766,-0.00381551683,-0.0177434385,-0.002992779,False,False
130,1.036876,1.03691053,0.995876,0.9959106,-0.00386586785,-0.00381551683,-0.0177433789,-0.002992779,False,False
131,1.036876,1.03691053,0.995876,0.9959106,-0.00386586785,-0.00381551683,-0.0177433789,-0.002992779,False,False
133,1.036876,1.03691053,0.995876,0.9959106,-0.003865838,-0.003815487,-0.0177433789,-0.002992779,False,False
134,1.036876,1.03691053,0.995876,0.9959106,-0.00386589766,-0.00381551683,-0.0177434385,-0.002992779,False,False
135,1.036876,1.03691053,0.995876,0.9959106,-0.00386574864,-0.00381556153,-0.01774335,-0.00299274921,False,False
138,1.036876,1.03691053,0.995876,0.9959106,-0.00386589766,-0.00381557643,-0.0177433789,-0.002992779,False,False
137,1.036876,1.03691053,0.995876,0.9959106,-0.00386589766,-0.00381551683,-0.0177434385,-0.002992779,False,False
136,1.036876,1.03691053,0.995876,0.9959106,-0.003865838,-0.003815487,-0.0177433789,-0.002992779,False,False
139,1.036876,1.03691053,0.995876,0.9959106,-0.00386589766,-0.00381560624,-0.0177434385,-0.002992779,False,False
140,1.036876,1.03691053,0.995876,0.9959106,-0.003865838,-0.00381554663,-0.0177433789,-0.002992779,False,False
141,1.036876,1.03691053,0.995876,0.9959106,-0.00386580825,-0.00381551683,-0.01774335,-0.00299274921,False,False
142,1.036876,1.03691053,0.995876,0.9959106,-0.00386580825,-0.00381554663,-0.0177433789,-0.002992779,False,False
143,1.036876,1.03691053,0.995876,0.9959106,-0.003865838,-0.00381551683,-0.0177433789,-0.002992779,False,False
144,1.036876,1.03691053,0.995876,0.9959106,-0.00386586785,-0.00381551683,-0.0177433789,-0.002992779,False,False
145,1.036876,1.03691053,0.995876,0.9959106,-0.00386589766,-0.00381557643,-0.0177433789,-0.002992779,False,False
146,1.036876,1.03691053,0.995876,0.9959106,-0.003865838,-0.00381551683,-0.0177433789,-0.002992779,False,False
148,1.036876,1.03691053,0.995876,0.9959106,-0.00386580825,-0.00381551683,-0.01774335,-0.00299274921,False,False
149,1.036876,1.03691053,0.995876,0.9959106,-0.00386589766,-0.00381560624,-0.0177434385,-0.002992779,False,False
150,1.036876,1.03691053,0.995876,0.9959106,-0.00386580825,-0.00381551683,-0.01774335,-0.00299274921,False,False
147,1.036876,1.03691053,0.995876,0.9959106,-0.003865838,-0.003815487,-0.0177433789,-0.002992779,False,False
152,1.036876,1.03691053,0.995876,0.9959106,-0.00386577845,-0.00381559134,-0.01774335,-0.00299274921,False,False
151,1.036876,1.03691053,0.995876,0.9959106,-0.00386580825,-0.00381554663,-0.0177433789,-0.002992779,False,False
153,1.036876,1.03691053,0.995876,0.9959106,-0.00386571884,-0.00381556153,-0.01774335,-0.00299274921,False,False
155,1.036876,1.03691053,0.995876,0.9959106,-0.00386580825,-0.00381554663,-0.0177433789,-0.002992779,False,False
156,1.036876,1.03691053,0.995876,0.9959106,-0.00386586785,-0.00381551683,-0.0177433789,-0.002992779,False,False
154,1.036876,1.03691053,0.995876,0.9959106,-0.00386571884,-0.00381556153,-0.01774335,-0.00299274921,False,False
159,1.036876,1.03691053,0.995876,0.9959106,-0.00386589766,-0.00381557643,-0.0177433789,-0.002992779,False,False
158,1.036876,1.03691053,0.995876,0.9959106,-0.00386589766,-0.00381560624,-0.0177434385,-0.002992779,False,False
157,1.036876,1.03691053,0.995876,0.9959106,-0.003865838,-0.00381551683,-0.0177433789,-0.002992779,False,False
160,1.036876,1.03691053,0.995876,0.9959106,-0.00386589766,-0.00381560624,-0.0177434385,-0.002992779,False,False
161,1.036876,1.03691053,0.995876,0.9959106,-0.00386580825,-0.00381551683,-0.01774335,-0.00299274921,False,False
162,1.036876,1.03691053,0.995876,0.9959106,-0.00386580825,-0.00381551683,-0.01774335,-0.00299274921,False,False
163,1.036876,1.03691053,0.995876,0.9959106,-0.00386589766,-0.00381551683,-0.0177434385,-0.002992779,False,False
164,1.036876,1.03691053,0.995876,0.9959106,-0.00386589766,-0.00381551683,-0.0177434385,-0.002992779,False,False
166,1.036876,1.03691053,0.995876,0.9959106,-0.00386577845,-0.00381559134,-0.01774335,-0.00299274921,False,False
165,1.036876,1.03691053,0.995876,0.9959106,-0.00386586785,-0.00381551683,-0.0177433789,-0.002992779,False,False
169,1.036876,1.03691053,0.995876,0.9959106,-0.00386589766,-0.00381551683,-0.0177434385,-0.002992779,False,False
168,1.036876,1.03691053,0.995876,0.9959106,-0.003865838,-0.00381551683,-0.0177433789,-0.002992779,False,False
167,1.036876,1.03691053,0.995876,0.9959106,-0.00386571884,-0.00381556153,-0.01774335,-0.00299274921,False,False
171,1.036876,1.03691053,0.995876,0.9959106,-0.00386586785,-0.00381551683,-0.0177433789,-0.002992779,False,False
173,1.036876,1.03691053,0.995876,0.9959106,-0.00386586785,-0.00381551683,-0.0177433789,-0.002992779,False,False
170,1.036876,1.03691053,0.995876,0.9959106,-0.003865838,-0.00381551683,-0.0177433789,-0.002992779,False,False
172,1.036876,1.03691053,0.995876,0.9959106,-0.00386586785,-0.00381551683,-0.0177433789,-0.002992779,False,False
176,1.036876,1.03691053,0.995876,0.9959106,-0.003865838,-0.00381551683,-0.0177433789,-0.002992779,False,False
174,1.036876,1.03691053,0.995876,0.9959106,-0.00386589766,-0.00381560624,-0.0177433789,-0.002992779,False,False
175,1.036876,1.03691053,0.995876,0.9959106,-0.003865838,-0.00381551683,-0.0177433789,-0.002992779,False,False
178,1.036876,1.03691053,0.995876,0.9959106,-0.003865838,-0.003815487,-0.01774335,-0.00299274921,False,False
180,1.036876,1.03691053,0.995876,0.9959106,-0.003865838,-0.00381551683,-0.0177433789,-0.002992779,False,False
177,1.036876,1.03691053,0.995876,0.9959106,-0.00386577845,-0.00381559134,-0.01774335,-0.00299274921,False,False
179,1.036876,1.03691053,0.995876,0.9959106,-0.00386589766,-0.00381560624,-0.0177433789,-0.002992779,False,False
181,1.036876,1.03691053,0.995876,0.9959106,-0.00386586785,-0.00381551683,-0.0177434385,-0.002992779,False,False
183,1.036876,1.03691053,0.995876,0.9959106,-0.00386580825,-0.00381554663,-0.0177433789,-0.002992779,False,False
182,1.036876,1.03691053,0.995876,0.9959106,-0.00386586785,-0.00381551683,-0.0177433789,-0.002992779,False,False
185,1.036876,1.03691053,0.995876,0.9959106,-0.00386586785,-0.00381551683,-0.0177433789,-0.002992779,False,False
184,1.036876,1.03691053,0.995876,0.9959106,-0.00386586785,-0.00381551683,-0.0177433789,-0.002992779,False,False
187,1.036876,1.03691053,0.995876,0.9959106,-0.003865838,-0.003815487,-0.01774335,-0.00299274921,False,False
186,1.036876,1.03691053,0.995876,0.9959106,-0.00386589766,-0.00381560624,-0.0177433789,-0.002992779,False,False
188,1.036876,1.03691053,0.995876,0.9959106,-0.00386586785,-0.00381551683,-0.0177434385,-0.002992779,False,False
189,1.036876,1.03691053,0.995876,0.9959106,-0.003865689,-0.00381559134,-0.01774335,-0.00299274921,False,False
190,1.036876,1.03691053,0.995876,0.9959106,-0.00386580825,-0.00381554663,-0.0177433789,-0.002992779,False,False
191,1.036876,1.03691053,0.995876,0.9959106,-0.00386577845,-0.00381559134,-0.01774335,-0.00299274921,False,False
194,1.036876,1.03691053,0.995876,0.9959106,-0.003865838,-0.00381551683,-0.0177433789,-0.002992779,False,False
192,1.036876,1.03691053,0.995876,0.9959106,-0.00386589766,-0.00381557643,-0.0177433789,-0.002992779,False,False
193,1.036876,1.03691053,0.995876,0.9959106,-0.00386586785,-0.00381551683,-0.0177434385,-0.002992779,False,False
195,1.036876,1.03691053,0.995876,0.9959106,-0.003865838,-0.003815487,-0.01774335,-0.00299274921,False,False
196,1.036876,1.03691053,0.995876,0.9959106,-0.00386589766,-0.00381557643,-0.0177433789,-0.002992779,False,False
199,1.036876,1.03691053,0.995876,0.9959106,-0.003865689,-0.00381559134,-0.01774335,-0.00299274921,False,False
197,1.036876,1.03691053,0.995876,0.9959106,-0.00386586785,-0.00381551683,-0.0177433789,-0.002992779,False,False
198,1.036876,1.03691053,0.995876,0.9959106,-0.00386589766,-0.00381557643,-0.0177433789,-0.002992779,False,False
202,1.036876,1.03691053,0.995876,0.9959106,-0.00386577845,-0.00381559134,-0.01774335,-0.00299274921,False,False
203,1.036876,1.03691053,0.995876,0.9959106,-0.00386586785,-0.00381554663,-0.0177434385,-0.002992779,False,False
201,1.036876,1.03691053,0.995876,0.9959106,-0.003865838,-0.00381554663,-0.0177433789,-0.002992779,False,False
200,1.036876,1.03691053,0.995876,0.9959106,-0.00386580825,-0.00381554663,-0.0177433789,-0.002992779,False,False
205,1.036876,1.03691053,0.995876,0.9959106,-0.003865689,-0.00381559134,-0.01774335,-0.00299274921,False,False
206,1.036876,1.03691053,0.995876,0.9959106,-0.00386580825,-0.00381554663,-0.0177433789,-0.002992779,False,False
204,1.036876,1.03691053,0.995876,0.9959106,-0.00386586785,-0.00381551683,-0.0177433789,-0.002992779,False,False
209,1.036876,1.03691053,0.995876,0.9959106,-0.00386586785,-0.00381551683,-0.0177433789,-0.002992779,False,False
208,1.036876,1.03691053,0.995876,0.9959106,-0.00386580825,-0.00381554663,-0.0177433789,-0.002992779,False,False
207,1.036876,1.03691053,0.995876,0.9959106,-0.003865689,-0.00381559134,-0.01774335,-0.00299274921,False,False
210,1.036876,1.03691053,0.995876,0.9959106,-0.003865838,-0.00381554663,-0.0177433789,-0.002992779,False,False
213,1.036876,1.03691053,0.995876,0.9959106,-0.003865838,-0.003815487,-0.0177433789,-0.002992779,False,False
212,1.036876,1.03691053,0.995876,0.9959106,-0.003865838,-0.00381551683,-0.0177433789,-0.002992779,False,False
211,1.036876,1.03691053,0.995876,0.9959106,-0.003865838,-0.00381554663,-0.0177433789,-0.002992779,False,False
217,1.036876,1.03691053,0.995876,0.9959106,-0.00386589766,-0.00381560624,-0.0177434385,-0.002992779,False,False
215,1.036876,1.03691053,0.995876,0.9959106,-0.00386589766,-0.00381560624,-0.0177434385,-0.002992779,False,False
214,1.036876,1.03691053,0.995876,0.9959106,-0.003865838,-0.003815487,-0.0177433789,-0.002992779,False,False
216,1.036876,1.03691053,0.995876,0.9959106,-0.00386589766,-0.00381557643,-0.0177433789,-0.002992779,False,False
218,1.036876,1.03691053,0.995876,0.9959106,-0.00386589766,-0.00381557643,-0.0177433789,-0.002992779,False,False
219,1.036876,1.03691053,0.995876,0.9959106,-0.003865838,-0.003815487,-0.0177433789,-0.002992779,False,False
220,1.036876,1.03691053,0.995876,0.9959106,-0.00386589766,-0.00381557643,-0.0177433789,-0.002992779,False,False
221,1.036876,1.03691053,0.995876,0.9959106,-0.00386589766,-0.00381560624,-0.0177434385,-0.002992779,False,False
222,1.036876,1.03691053,0.995876,0.9959106,-0.003865838,-0.00381551683,-0.01774335,-0.00299274921,False,False
224,1.036876,1.03691053,0.995876,0.9959106,-0.00386589766,-0.00381560624,-0.0177433789,-0.002992779,False,False
223,1.036876,1.03691053,0.995876,0.9959106,-0.00386586785,-0.003815487,-0.0177433789,-0.002992779,False,False
225,1.036876,1.03691053,0.995876,0.9959106,-0.003865838,-0.00381551683,-0.0177433789,-0.002992779,False,False
226,1.036876,1.03691053,0.995876,0.9959106,-0.00386589766,-0.00381560624,-0.0177434385,-0.002992779,False,False
228,1.036876,1.03691053,0.995876,0.9959106,-0.003865838,-0.00381551683,-0.0177433789,-0.002992779,False,False
227,1.036876,1.03691053,0.995876,0.9959106,-0.00386586785,-0.00381551683,-0.0177433789,-0.002992779,False,False
229,1.036876,1.03691053,0.995876,0.9959106,-0.003865838,-0.00381551683,-0.0177433789,-0.002992779,False,False
231,1.036876,1.03691053,0.995876,0.9959106,-0.00386586785,-0.00381551683,-0.0177433789,-0.002992779,False,False
230,1.036876,1.03691053,0.995876,0.9959106,-0.00386577845,-0.00381559134,-0.01774335,-0.00299274921,False,False
233,1.036876,1.03691053,0.995876,0.9959106,-0.00386589766,-0.00381560624,-0.0177433789,-0.002992779,False,False
232,1.036876,1.03691053,0.995876,0.9959106,-0.003865838,-0.00381551683,-0.0177433789,-0.002992779,False,False
234,1.036876,1.03691053,0.995876,0.9959106,-0.00386586785,-0.00381551683,-0.0177433789,-0.002992779,False,False
236,1.036876,1.03691053,0.995876,0.9959106,-0.003865838,-0.00381551683,-0.0177433789,-0.002992779,False,False
235,1.036876,1.03691053,0.995876,0.9959106,-0.003865838,-0.00381551683,-0.0177433789,-0.002992779,False,False
237,1.036876,1.03691053,0.995876,0.9959106,-0.00386577845,-0.00381559134,-0.01774335,-0.00299274921,False,False
